Storm Name,Intensity Category,Latitude (°N),Longitude (°E),Pressure (hPa),Max Sustained Wind (m/s),DateTime(UTC),ConvertedDateTime
Fran,1,5.7,129.0,1005,15,1962020222,1962-02-02T22
Fran,1,5.9,129.4,1005,15,1962020304,1962-02-03T04
Fran,2,6.2,129.8,1005,20,1962020310,1962-02-03T10
Fran,3,6.5,130.0,1003,25,1962020316,1962-02-03T16
Fran,3,7.0,129.9,1000,25,1962020322,1962-02-03T22
Fran,3,7.4,129.7,1000,25,1962020404,1962-02-04T04
Fran,3,7.8,129.3,1000,25,1962020410,1962-02-04T10
Fran,2,8.2,128.7,1001,20,1962020416,1962-02-04T16
Fran,1,8.5,128.3,1003,15,1962020422,1962-02-04T22
Fran,1,8.9,128.2,1005,15,1962020504,1962-02-05T04
Fran,1,9.3,128.5,1008,15,1962020510,1962-02-05T10
Fran,1,9.6,128.9,1010,12,1962020516,1962-02-05T16
Mekkhala,1,8.6,142.8,1004,13,2015011216,2015-01-12T16
Mekkhala,1,8.5,142.3,1002,13,2015011222,2015-01-12T22
Mekkhala,1,8.8,141.6,1000,15,2015011304,2015-01-13T04
Mekkhala,1,9.2,140.8,1000,15,2015011310,2015-01-13T10
Mekkhala,2,10.0,139.8,998,18,2015011316,2015-01-13T16
Mekkhala,2,10.4,138.4,998,18,2015011322,2015-01-13T22
Mekkhala,2,11.0,137.2,998,18,2015011404,2015-01-14T04
Mekkhala,2,11.3,135.8,998,18,2015011410,2015-01-14T10
Mekkhala,2,11.5,134.7,995,20,2015011416,2015-01-14T16
Mekkhala,2,11.7,133.5,995,20,2015011422,2015-01-14T22
Mekkhala,2,11.6,132.7,995,20,2015011504,2015-01-15T04
Mekkhala,2,11.6,131.8,995,20,2015011510,2015-01-15T10
Mekkhala,2,11.5,130.6,992,23,2015011516,2015-01-15T16
Mekkhala,3,11.4,129.8,990,25,2015011522,2015-01-15T22
Mekkhala,3,11.3,128.7,985,28,2015011604,2015-01-16T04
Mekkhala,3,11.1,127.6,980,30,2015011610,2015-01-16T10
Mekkhala,4,11.3,126.8,975,33,2015011616,2015-01-16T16
Mekkhala,4,11.9,125.8,975,33,2015011622,2015-01-16T22
Mekkhala,3,12.4,125.0,985,28,2015011704,2015-01-17T04
Mekkhala,2,12.7,124.3,992,23,2015011710,2015-01-17T10
Mekkhala,2,13.4,123.6,995,20,2015011716,2015-01-17T16
Mekkhala,2,14.0,122.7,998,18,2015011722,2015-01-17T22
Mekkhala,2,14.8,122.4,998,18,2015011804,2015-01-18T04
Mekkhala,1,15.8,122.5,1000,15,2015011810,2015-01-18T10
Mekkhala,1,16.5,122.8,1002,13,2015011816,2015-01-18T16
Mekkhala,1,16.8,123.0,1002,13,2015011822,2015-01-18T22
Mekkhala,1,16.8,123.5,1004,13,2015011904,2015-01-19T04
Mekkhala,1,16.7,123.9,1004,13,2015011910,2015-01-19T10
Wilda,0,10.5,127.8,1004,10,1973062722,1973-06-27T22
Wilda,0,11.5,127.4,1004,10,1973062804,1973-06-28T04
Wilda,0,12.5,126.9,1004,10,1973062810,1973-06-28T10
Wilda,1,13.4,126.4,1004,15,1973062816,1973-06-28T16
Wilda,1,14.2,125.6,1004,15,1973062822,1973-06-28T22
Wilda,1,15.0,124.5,1004,15,1973062904,1973-06-29T04
Wilda,1,15.9,123.3,1004,15,1973062910,1973-06-29T10
Wilda,1,16.5,122.1,1004,15,1973062916,1973-06-29T16
Wilda,1,16.9,121.0,1003,15,1973062922,1973-06-29T22
Wilda,1,17.5,120.0,1003,15,1973063004,1973-06-30T04
Wilda,1,17.9,119.2,1002,15,1973063010,1973-06-30T10
Wilda,2,18.4,118.8,998,20,1973063016,1973-06-30T16
Wilda,2,18.9,118.5,996,20,1973063022,1973-06-30T22
Wilda,3,19.5,118.2,994,25,1973070104,1973-07-01T04
Wilda,3,20.1,118.0,990,25,1973070110,1973-07-01T10
Wilda,3,20.8,117.8,982,30,1973070116,1973-07-01T16
Wilda,3,21.4,117.7,982,30,1973070122,1973-07-01T22
Wilda,3,22.0,117.6,982,30,1973070204,1973-07-02T04
Wilda,4,22.8,117.7,980,35,1973070210,1973-07-02T10
Wilda,4,23.6,117.9,978,35,1973070216,1973-07-02T16
Wilda,4,24.5,118.2,978,35,1973070222,1973-07-02T22
Wilda,3,25.4,118.5,988,25,1973070304,1973-07-03T04
Wilda,1,26.3,118.8,990,15,1973070310,1973-07-03T10
Wilda,0,27.5,119.1,994,10,1973070316,1973-07-03T16
Wilda,0,28.8,118.9,1000,9,1973070322,1973-07-03T22
Wilda,0,29.4,117.1,1000,10,1973070404,1973-07-04T04
Wilda,0,29.2,116.8,1000,10,1973070410,1973-07-04T10
Wilda,0,29.2,116.3,1000,10,1973070416,1973-07-04T16
Wilda,0,29.5,115.6,1002,10,1973070422,1973-07-04T22
Wilda,0,29.8,114.9,1002,10,1973070504,1973-07-05T04
Wilda,0,29.6,113.9,1002,9,1973070510,1973-07-05T10
Wilda,0,28.9,112.9,1003,9,1973070516,1973-07-05T16
Dujuan,1,6.7,136.3,1002,13,2021021604,2021-02-16T04
Dujuan,1,6.7,135.3,1002,13,2021021610,2021-02-16T10
Dujuan,1,6.5,134.2,1002,13,2021021616,2021-02-16T16
Dujuan,1,6.6,133.5,1002,13,2021021622,2021-02-16T22
Dujuan,1,6.6,133.1,1000,15,2021021704,2021-02-17T04
Dujuan,1,6.7,132.7,1000,15,2021021710,2021-02-17T10
Dujuan,2,7.0,132.6,998,18,2021021716,2021-02-17T16
Dujuan,2,7.3,132.1,998,18,2021021722,2021-02-17T22
Dujuan,2,7.2,131.8,995,20,2021021804,2021-02-18T04
Dujuan,2,7.1,131.5,995,20,2021021810,2021-02-18T10
Dujuan,2,7.0,131.2,995,20,2021021816,2021-02-18T16
Dujuan,2,6.8,130.6,995,20,2021021822,2021-02-18T22
Dujuan,2,6.5,130.3,990,23,2021021904,2021-02-19T04
Dujuan,2,6.1,130.9,990,23,2021021910,2021-02-19T10
Dujuan,2,6.4,131.4,995,20,2021021916,2021-02-19T16
Dujuan,2,7.0,131.2,995,20,2021021922,2021-02-19T22
Dujuan,2,7.7,130.3,998,18,2021022004,2021-02-20T04
Dujuan,2,8.2,129.9,998,18,2021022010,2021-02-20T10
Dujuan,2,8.7,129.6,998,18,2021022016,2021-02-20T16
Dujuan,2,9.3,128.9,998,18,2021022022,2021-02-20T22
Dujuan,1,10.1,127.1,1000,15,2021022104,2021-02-21T04
Dujuan,1,10.9,125.7,1002,13,2021022110,2021-02-21T10
Dujuan,1,12.2,124.3,1002,13,2021022116,2021-02-21T16
Dujuan,1,13.0,123.7,1002,13,2021022122,2021-02-21T22
Dujuan,0,13.7,123.2,1004,10,2021022204,2021-02-22T04
Dujuan,0,14.1,122.3,1004,10,2021022210,2021-02-22T10
