Storm Name,Intensity Category,Latitude (°N),Longitude (°E),Pressure (hPa),Max Sustained Wind (m/s),DateTime(UTC),ConvertedDateTime,sst,sp
Mekkhala,2,11.5,134.7,995,20,2015011416,2015-01-14T16,300.84692,100227.19
Mekkhala,2,11.7,133.5,995,20,2015011422,2015-01-14T22,300.50415,100301.125
Mekkhala,2,11.6,132.7,995,20,2015011504,2015-01-15T04,300.35278,100019.125
Mekkhala,2,11.6,131.8,995,20,2015011510,2015-01-15T10,300.2766,100063.69
Mekkhala,2,11.5,130.6,992,23,2015011516,2015-01-15T16,300.3225,100282.31
Mekkhala,3,11.4,129.8,990,25,2015011522,2015-01-15T22,300.6958,100249.375
Mekkhala,3,11.3,128.7,985,28,2015011604,2015-01-16T04,300.6919,100193.31
Mekkhala,3,11.1,127.6,980,30,2015011610,2015-01-16T10,300.8911,100437.375
Mekkhala,4,11.3,126.8,975,33,2015011616,2015-01-16T16,300.77197,100444.69
Mekkhala,4,11.9,125.8,975,33,2015011622,2015-01-16T22,300.38013,100503.5
Mekkhala,3,12.4,125.0,985,28,2015011704,2015-01-17T04,nan,99921.06
Mekkhala,2,12.7,124.3,992,23,2015011710,2015-01-17T10,299.0979,100099.75
Mekkhala,2,13.4,123.6,995,20,2015011716,2015-01-17T16,nan,98873.5
Mekkhala,2,14.0,122.7,998,18,2015011722,2015-01-17T22,nan,99307.875
Mekkhala,2,14.8,122.4,998,18,2015011804,2015-01-18T04,299.24243,100411.0
Mekkhala,1,15.8,122.5,1000,15,2015011810,2015-01-18T10,299.55005,100611.625
Mekkhala,1,16.5,122.8,1002,13,2015011816,2015-01-18T16,299.886,101374.875
Mekkhala,1,16.8,123.0,1002,13,2015011822,2015-01-18T22,300.02686,101037.56
Mekkhala,1,16.8,123.5,1004,13,2015011904,2015-01-19T04,300.00732,101216.125
Mekkhala,1,16.7,123.9,1004,13,2015011910,2015-01-19T10,300.11475,101193.25
Wilda,0,10.5,127.8,1004,10,1973062722,1973-06-27T22,303.07227,100745.69
Wilda,0,11.5,127.4,1004,10,1973062804,1973-06-28T04,303.3828,100889.25
Wilda,0,12.5,126.9,1004,10,1973062810,1973-06-28T10,303.3916,100625.06
Wilda,1,13.4,126.4,1004,15,1973062816,1973-06-28T16,303.37012,100764.375
Wilda,1,14.2,125.6,1004,15,1973062822,1973-06-28T22,302.98438,100730.69
Wilda,1,15.0,124.5,1004,15,1973062904,1973-06-29T04,302.90918,100767.69
Wilda,1,15.9,123.3,1004,15,1973062910,1973-06-29T10,303.12988,100800.94
Wilda,1,16.5,122.1,1004,15,1973062916,1973-06-29T16,nan,96190.0
Wilda,1,16.9,121.0,1003,15,1973062922,1973-06-29T22,nan,85178.06
Wilda,1,17.5,120.0,1003,15,1973063004,1973-06-30T04,302.60425,100437.56
Wilda,1,17.9,119.2,1002,15,1973063010,1973-06-30T10,302.44897,100415.56
Wilda,2,18.4,118.8,998,20,1973063016,1973-06-30T16,302.46167,100538.875
Wilda,2,18.9,118.5,996,20,1973063022,1973-06-30T22,302.7622,100077.06
Wilda,3,19.5,118.2,994,25,1973070104,1973-07-01T04,302.70068,100313.5
Wilda,3,20.1,118.0,990,25,1973070110,1973-07-01T10,302.38623,100079.25
Wilda,3,20.8,117.8,982,30,1973070116,1973-07-01T16,302.0952,100152.31
Wilda,3,21.4,117.7,982,30,1973070122,1973-07-01T22,302.12402,99888.31
Wilda,3,22.0,117.6,982,30,1973070204,1973-07-02T04,301.81445,99905.75
Wilda,4,22.8,117.7,980,35,1973070210,1973-07-02T10,300.9453,99719.375
Wilda,4,23.6,117.9,978,35,1973070216,1973-07-02T16,299.9248,99865.75
Wilda,4,24.5,118.2,978,35,1973070222,1973-07-02T22,nan,99622.875
Wilda,3,25.4,118.5,988,25,1973070304,1973-07-03T04,nan,94141.0
Wilda,1,26.3,118.8,990,15,1973070310,1973-07-03T10,nan,95134.31
Wilda,0,27.5,119.1,994,10,1973070316,1973-07-03T16,nan,91888.44
Wilda,0,28.8,118.9,1000,9,1973070322,1973-07-03T22,nan,94807.5
Wilda,0,29.4,117.1,1000,10,1973070404,1973-07-04T04,nan,98858.19
Wilda,0,29.2,116.8,1000,10,1973070410,1973-07-04T10,nan,99573.5
Wilda,0,29.2,116.3,1000,10,1973070416,1973-07-04T16,nan,99676.69
Wilda,0,29.5,115.6,1002,10,1973070422,1973-07-04T22,nan,98551.56
Wilda,0,29.8,114.9,1002,10,1973070504,1973-07-05T04,nan,98010.06
Wilda,0,29.6,113.9,1002,9,1973070510,1973-07-05T10,nan,97561.5
Wilda,0,28.9,112.9,1003,9,1973070516,1973-07-05T16,nan,99754.75
Dujuan,1,6.7,136.3,1002,13,2021021604,2021-02-16T04,302.40405,100441.0
Dujuan,1,6.7,135.3,1002,13,2021021610,2021-02-16T10,302.42163,100658.81
Dujuan,1,6.5,134.2,1002,13,2021021616,2021-02-16T16,302.38452,100639.75
Dujuan,1,6.6,133.5,1002,13,2021021622,2021-02-16T22,302.12476,100637.31
Dujuan,1,6.6,133.1,1000,15,2021021704,2021-02-17T04,302.12866,100528.25
Dujuan,1,6.7,132.7,1000,15,2021021710,2021-02-17T10,302.1482,100344.375
Dujuan,2,7.0,132.6,998,18,2021021716,2021-02-17T16,302.1726,100325.81
Dujuan,2,7.3,132.1,998,18,2021021722,2021-02-17T22,302.25684,100391.81
Dujuan,2,7.2,131.8,995,20,2021021804,2021-02-18T04,302.24023,100111.5
Dujuan,2,7.1,131.5,995,20,2021021810,2021-02-18T10,302.15625,100047.81
Dujuan,2,7.0,131.2,995,20,2021021816,2021-02-18T16,302.24902,100013.875
Dujuan,2,6.8,130.6,995,20,2021021822,2021-02-18T22,302.1438,100216.31
Dujuan,2,6.5,130.3,990,23,2021021904,2021-02-19T04,302.09204,100117.69
Dujuan,2,6.1,130.9,990,23,2021021910,2021-02-19T10,301.9485,100249.125
Dujuan,2,6.4,131.4,995,20,2021021916,2021-02-19T16,302.06177,100378.69
Dujuan,2,7.0,131.2,995,20,2021021922,2021-02-19T22,302.01245,100354.875
Dujuan,2,7.7,130.3,998,18,2021022004,2021-02-20T04,301.98413,100383.0
Dujuan,2,8.2,129.9,998,18,2021022010,2021-02-20T10,301.9519,100477.125
Dujuan,2,8.7,129.6,998,18,2021022016,2021-02-20T16,301.823,100557.94
Dujuan,2,9.3,128.9,998,18,2021022022,2021-02-20T22,301.80444,100618.31
Dujuan,1,10.1,127.1,1000,15,2021022104,2021-02-21T04,301.87134,100715.31
Dujuan,1,10.9,125.7,1002,13,2021022110,2021-02-21T10,300.9983,100557.44
Dujuan,1,12.2,124.3,1002,13,2021022116,2021-02-21T16,299.70337,100509.375
Dujuan,1,13.0,123.7,1002,13,2021022122,2021-02-21T22,nan,99945.5
Dujuan,0,13.7,123.2,1004,10,2021022204,2021-02-22T04,nan,100157.56
Dujuan,0,14.1,122.3,1004,10,2021022210,2021-02-22T10,nan,100284.75
